fdate,target_current_pair,predict_time,prediction,confidence_0,confidence_1,is_positive,model_version,fdate_hive_part,confidence,direction,year_week
20250531,USDCNH,2025-05-31 00:30:00,0.41776836,0.6791666667,0.6638888889,0,v3,p_20250531,0.6791666667,BEARISH,2025_21
20250531,USDCNH,2025-05-31 10:00:00,0.7218041,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 10:30:00,0.7218041,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 11:00:00,0.791795,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 11:30:00,0.791795,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 12:00:00,0.7283725,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 12:30:00,0.7283725,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 13:00:00,0.67940134,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 13:30:00,0.67940134,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 14:00:00,0.72962934,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 14:30:00,0.72962934,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 15:00:00,0.69409513,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 15:30:00,0.69409513,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 16:00:00,0.6374367,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 16:30:00,0.6374367,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 17:00:00,0.7185428,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 17:30:00,0.7185428,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 18:00:00,0.5560718,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 18:30:00,0.5560718,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 19:00:00,0.6956292,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 19:30:00,0.6956292,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 20:00:00,0.7483653,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 20:30:00,0.7483653,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 21:00:00,0.71280515,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 21:30:00,0.71280515,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 22:00:00,0.5648903,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 22:30:00,0.5648903,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 23:00:00,0.5469625,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250531,USDCNH,2025-05-31 23:30:00,0.5469625,0.5413194444,0.0902777778,0,v3,p_20250531,0.0902777778,BULLISH,2025_21
20250601,USDCNH,2025-06-01 00:00:00,0.54100674,0.5413194444,0.0902777778,0,v3,p_20250601,0.0902777778,BULLISH,2025_21
20250602,USDCNH,2025-06-02 00:30:00,0.29287106,0.5413194444,0.0902777778,0,v3,p_20250602,0.5413194444,BEARISH,2025_22
20250603,USDCNH,2025-06-03 10:30:00,0.43146348,0.4881944444,0.8833333333,0,v3,p_20250603,0.4881944444,BEARISH,2025_22
20250603,USDCNH,2025-06-03 11:00:00,0.63910574,0.2225694444,0.5413194444,1,v3,p_20250603,0.5413194444,BULLISH,2025_22
20250603,USDCNH,2025-06-03 11:30:00,0.5321672,0.2979166667,0.8260416667,1,v3,p_20250603,0.8260416667,BULLISH,2025_22
20250603,USDCNH,2025-06-03 12:00:00,0.51852506,0.0840277778,0.7326388889,1,v3,p_20250603,0.7326388889,BULLISH,2025_22
20250603,USDCNH,2025-06-03 12:30:00,0.5312582,0.6440972222,0.3756944444,1,v3,p_20250603,0.3756944444,BULLISH,2025_22
20250603,USDCNH,2025-06-03 13:00:00,0.5552635,0.146875,0.3645833333,1,v3,p_20250603,0.3645833333,BULLISH,2025_22
20250603,USDCNH,2025-06-03 13:30:00,0.619292,0.1427083333,0.6440972222,1,v3,p_20250603,0.6440972222,BULLISH,2025_22
20250603,USDCNH,2025-06-03 14:00:00,0.6735783,0.3975694444,0.2621527778,1,v3,p_20250603,0.2621527778,BULLISH,2025_22
20250603,USDCNH,2025-06-03 14:30:00,0.51736623,0.6857638889,0.5704861111,1,v3,p_20250603,0.5704861111,BULLISH,2025_22
20250603,USDCNH,2025-06-03 15:00:00,0.56617445,0.0010416667,0.7628472222,1,v3,p_20250603,0.7628472222,BULLISH,2025_22
20250603,USDCNH,2025-06-03 15:30:00,0.4434887,0.6916666667,0.7065972222,0,v3,p_20250603,0.6916666667,BEARISH,2025_22
20250603,USDCNH,2025-06-03 16:00:00,0.4868219,0.2513888889,0.9583333333,0,v3,p_20250603,0.2513888889,BEARISH,2025_22
20250603,USDCNH,2025-06-03 16:30:00,0.5623443,0.0524305556,0.8309027778,1,v3,p_20250603,0.8309027778,BULLISH,2025_22
20250603,USDCNH,2025-06-03 17:00:00,0.6763582,0.7447916667,0.7635416667,1,v3,p_20250603,0.7635416667,BULLISH,2025_22
20250603,USDCNH,2025-06-03 17:30:00,0.6089008,0.0222222222,0.9541666667,1,v3,p_20250603,0.9541666667,BULLISH,2025_22
20250603,USDCNH,2025-06-03 18:00:00,0.4474726,0.7336805556,0.6975694444,0,v3,p_20250603,0.7336805556,BEARISH,2025_22
20250603,USDCNH,2025-06-03 18:30:00,0.33248687,0.6100694444,0.5833333333,0,v3,p_20250603,0.6100694444,BEARISH,2025_22
20250603,USDCNH,2025-06-03 19:00:00,0.46778694,0.3034722222,0.509375,0,v3,p_20250603,0.3034722222,BEARISH,2025_22
20250603,USDCNH,2025-06-03 19:30:00,0.37656462,0.7715277778,0.1392361111,0,v3,p_20250603,0.7715277778,BEARISH,2025_22
20250603,USDCNH,2025-06-03 20:00:00,0.4576963,0.6131944444,0.0190972222,0,v3,p_20250603,0.6131944444,BEARISH,2025_22
20250603,USDCNH,2025-06-03 20:30:00,0.5821967,0.3,0.0600694444,0,v3,p_20250603,0.0600694444,BULLISH,2025_22
20250603,USDCNH,2025-06-03 21:30:00,0.5148259,0.8614583333,0.6631944444,1,v3,p_20250603,0.6631944444,BULLISH,2025_22
20250603,USDCNH,2025-06-03 22:00:00,0.44314027,0.5305555556,0.6236111111,0,v3,p_20250603,0.5305555556,BEARISH,2025_22
20250603,USDCNH,2025-06-03 22:30:00,0.38138425,0.2569444444,0.5517361111,0,v3,p_20250603,0.2569444444,BEARISH,2025_22
20250603,USDCNH,2025-06-03 23:00:00,0.46784788,0.5118055556,0.4899305556,0,v3,p_20250603,0.5118055556,BEARISH,2025_22
20250603,USDCNH,2025-06-03 23:30:00,0.4426614,0.5704861111,0.7336805556,0,v3,p_20250603,0.5704861111,BEARISH,2025_22
20250604,USDCNH,2025-06-04 00:00:00,0.38791874,0.7697916667,0.5461805556,0,v3,p_20250604,0.7697916667,BEARISH,2025_22
20250604,USDCNH,2025-06-04 00:30:00,0.31598654,0.8482638889,0.5774305556,0,v3,p_20250604,0.8482638889,BEARISH,2025_22
20250604,USDCNH,2025-06-04 10:00:00,0.39309117,0.5420138889,0.6763888889,0,v3,p_20250604,0.5420138889,BEARISH,2025_22
20250604,USDCNH,2025-06-04 10:30:00,0.43184552,0.0854166667,0.9920138889,0,v3,p_20250604,0.0854166667,BEARISH,2025_22
20250604,USDCNH,2025-06-04 11:00:00,0.6180795,0.6555555556,0.7270833333,1,v3,p_20250604,0.7270833333,BULLISH,2025_22
20250604,USDCNH,2025-06-04 11:30:00,0.6990003,0.93125,0.4923611111,1,v3,p_20250604,0.4923611111,BULLISH,2025_22
20250604,USDCNH,2025-06-04 12:00:00,0.5792671,0.01875,0.6131944444,1,v3,p_20250604,0.6131944444,BULLISH,2025_22
20250604,USDCNH,2025-06-04 12:30:00,0.49110606,0.1402777778,0.1020833333,0,v3,p_20250604,0.1402777778,BEARISH,2025_22
20250604,USDCNH,2025-06-04 13:00:00,0.3574357,0.6402777778,0.0260416667,0,v3,p_20250604,0.6402777778,BEARISH,2025_22
20250604,USDCNH,2025-06-04 13:30:00,0.3859407,0.3854166667,0.0357638889,0,v3,p_20250604,0.3854166667,BEARISH,2025_22
20250604,USDCNH,2025-06-04 14:00:00,0.59559137,0.3878472222,0.0069444444,0,v3,p_20250604,0.0069444444,BULLISH,2025_22
20250604,USDCNH,2025-06-04 14:30:00,0.50384426,0.4947916667,0.0361111111,0,v3,p_20250604,0.0361111111,BULLISH,2025_22
20250604,USDCNH,2025-06-04 15:00:00,0.47115338,0.5743055556,0.375,0,v3,p_20250604,0.5743055556,BEARISH,2025_22
20250604,USDCNH,2025-06-04 15:30:00,0.4329201,0.1836805556,0.3784722222,0,v3,p_20250604,0.1836805556,BEARISH,2025_22
20250604,USDCNH,2025-06-04 16:00:00,0.4612969,0.7013888889,0.8104166667,0,v3,p_20250604,0.7013888889,BEARISH,2025_22
20250604,USDCNH,2025-06-04 16:30:00,0.47228155,0.3899305556,0.7041666667,0,v3,p_20250604,0.3899305556,BEARISH,2025_22
20250604,USDCNH,2025-06-04 17:00:00,0.54250026,0.9145833333,0.3059027778,1,v3,p_20250604,0.3059027778,BULLISH,2025_22
20250604,USDCNH,2025-06-04 19:00:00,0.45101693,0.0524305556,0.6597222222,0,v3,p_20250604,0.0524305556,BEARISH,2025_22
20250604,USDCNH,2025-06-04 19:30:00,0.51835734,0.6583333333,0.3302083333,1,v3,p_20250604,0.3302083333,BULLISH,2025_22
20250604,USDCNH,2025-06-04 20:00:00,0.46343723,0.1350694444,0.5177083333,0,v3,p_20250604,0.1350694444,BEARISH,2025_22
20250604,USDCNH,2025-06-04 20:30:00,0.46227875,0.0722222222,0.5725694444,0,v3,p_20250604,0.0722222222,BEARISH,2025_22
20250604,USDCNH,2025-06-04 21:00:00,0.49644777,0.4149305556,0.8951388889,0,v3,p_20250604,0.4149305556,BEARISH,2025_22
20250604,USDCNH,2025-06-04 21:30:00,0.49179497,0.434375,0.9746527778,0,v3,p_20250604,0.434375,BEARISH,2025_22
20250604,USDCNH,2025-06-04 22:00:00,0.41657966,0.6954861111,0.8107638889,0,v3,p_20250604,0.6954861111,BEARISH,2025_22
20250604,USDCNH,2025-06-04 22:30:00,0.5456846,0.7847222222,0.7642361111,1,v3,p_20250604,0.7642361111,BULLISH,2025_22
20250604,USDCNH,2025-06-04 23:00:00,0.57047683,0.0552083333,0.9663194444,1,v3,p_20250604,0.9663194444,BULLISH,2025_22
20250604,USDCNH,2025-06-04 23:30:00,0.43078512,0.2263888889,0.9263888889,0,v3,p_20250604,0.2263888889,BEARISH,2025_22
20250605,USDCNH,2025-06-05 00:00:00,0.47826183,0.4701388889,0.8788194444,0,v3,p_20250605,0.4701388889,BEARISH,2025_22
20250605,USDCNH,2025-06-05 00:30:00,0.5074437,0.0663194444,0.9510416667,1,v3,p_20250605,0.9510416667,BULLISH,2025_22
20250605,USDCNH,2025-06-05 10:00:00,0.37192872,0.28125,0.4940972222,0,v3,p_20250605,0.28125,BEARISH,2025_22
20250605,USDCNH,2025-06-05 10:30:00,0.37364027,0.890625,0.0284722222,0,v3,p_20250605,0.890625,BEARISH,2025_22
20250605,USDCNH,2025-06-05 11:00:00,0.4699866,0.6930555556,0.0815972222,0,v3,p_20250605,0.6930555556,BEARISH,2025_22
20250605,USDCNH,2025-06-05 11:30:00,0.49400756,0.0045138889,0.3697916667,0,v3,p_20250605,0.0045138889,BEARISH,2025_22
20250605,USDCNH,2025-06-05 12:00:00,0.45118606,0.5930555556,0.2663194444,0,v3,p_20250605,0.5930555556,BEARISH,2025_22
20250605,USDCNH,2025-06-05 12:30:00,0.33452606,0.8708333333,0.4107638889,0,v3,p_20250605,0.8708333333,BEARISH,2025_22
20250605,USDCNH,2025-06-05 13:00:00,0.5678261,0.44375,0.5083333333,1,v3,p_20250605,0.5083333333,BULLISH,2025_22
20250605,USDCNH,2025-06-05 13:30:00,0.5646135,0.0548611111,0.4864583333,1,v3,p_20250605,0.4864583333,BULLISH,2025_22
20250605,USDCNH,2025-06-05 14:00:00,0.7733909,0.0125,0.4506944444,1,v3,p_20250605,0.4506944444,BULLISH,2025_22
20250605,USDCNH,2025-06-05 14:30:00,0.65749854,0.4864583333,0.5420138889,1,v3,p_20250605,0.5420138889,BULLISH,2025_22
20250605,USDCNH,2025-06-05 15:00:00,0.65132827,0.69375,0.784375,1,v3,p_20250605,0.784375,BULLISH,2025_22
20250605,USDCNH,2025-06-05 15:30:00,0.59216744,0.5753472222,0.1767361111,0,v3,p_20250605,0.1767361111,BULLISH,2025_22
20250605,USDCNH,2025-06-05 16:00:00,0.46585643,0.125,0.4149305556,0,v3,p_20250605,0.125,BEARISH,2025_22
20250605,USDCNH,2025-06-05 16:30:00,0.41324624,0.0319444444,0.3822916667,0,v3,p_20250605,0.0319444444,BEARISH,2025_22
20250605,USDCNH,2025-06-05 17:00:00,0.29578677,0.89375,0.1927083333,0,v3,p_20250605,0.89375,BEARISH,2025_22
20250605,USDCNH,2025-06-05 17:30:00,0.4145507,0.2958333333,0.4111111111,0,v3,p_20250605,0.2958333333,BEARISH,2025_22
20250605,USDCNH,2025-06-05 18:00:00,0.5956066,0.3347222222,0.9020833333,1,v3,p_20250605,0.9020833333,BULLISH,2025_22
20250605,USDCNH,2025-06-05 18:30:00,0.61292857,0.4652777778,0.7170138889,1,v3,p_20250605,0.7170138889,BULLISH,2025_22
20250605,USDCNH,2025-06-05 19:00:00,0.58888626,0.9357638889,0.9222222222,1,v3,p_20250605,0.9222222222,BULLISH,2025_22
20250605,USDCNH,2025-06-05 19:30:00,0.4529464,0.0274305556,0.9944444444,0,v3,p_20250605,0.0274305556,BEARISH,2025_22
20250605,USDCNH,2025-06-05 20:00:00,0.43132702,0.7836805556,0.5010416667,0,v3,p_20250605,0.7836805556,BEARISH,2025_22
20250605,USDCNH,2025-06-05 20:30:00,0.39571345,0.3388888889,0.0038194444,0,v3,p_20250605,0.3388888889,BEARISH,2025_22
20250605,USDCNH,2025-06-05 21:00:00,0.538338,0.0090277778,0.1847222222,0,v3,p_20250605,0.1847222222,BULLISH,2025_22
20250605,USDCNH,2025-06-05 21:30:00,0.49692732,0.0232638889,0.71875,0,v3,p_20250605,0.0232638889,BEARISH,2025_22
20250605,USDCNH,2025-06-05 22:00:00,0.42020193,0.8788194444,0.9756944444,0,v3,p_20250605,0.8788194444,BEARISH,2025_22
20250605,USDCNH,2025-06-05 22:30:00,0.41868806,0.7458333333,0.9930555556,0,v3,p_20250605,0.7458333333,BEARISH,2025_22
20250605,USDCNH,2025-06-05 23:00:00,0.5590913,0.5753472222,0.6402777778,1,v3,p_20250605,0.6402777778,BULLISH,2025_22
20250605,USDCNH,2025-06-05 23:30:00,0.59426326,0.2159722222,0.4986111111,1,v3,p_20250605,0.4986111111,BULLISH,2025_22
20250606,USDCNH,2025-06-06 00:00:00,0.43131217,0.034375,0.4861111111,0,v3,p_20250606,0.034375,BEARISH,2025_22
20250606,USDCNH,2025-06-06 00:30:00,0.26128498,0.9048611111,0.0527777778,0,v3,p_20250606,0.9048611111,BEARISH,2025_22
20250606,USDCNH,2025-06-06 10:00:00,0.4068071,0.1298611111,0.2184027778,0,v3,p_20250606,0.1298611111,BEARISH,2025_22
20250606,USDCNH,2025-06-06 10:30:00,0.35047346,0.7052083333,0.0371527778,0,v3,p_20250606,0.7052083333,BEARISH,2025_22
20250606,USDCNH,2025-06-06 11:00:00,0.4599643,0.7798611111,0.0388888889,0,v3,p_20250606,0.7798611111,BEARISH,2025_22
20250606,USDCNH,2025-06-06 11:30:00,0.5285626,0.5392361111,0.2555555556,1,v3,p_20250606,0.2555555556,BULLISH,2025_22
20250606,USDCNH,2025-06-06 12:00:00,0.573355,0.3503472222,0.4270833333,1,v3,p_20250606,0.4270833333,BULLISH,2025_22
20250606,USDCNH,2025-06-06 12:30:00,0.5398681,0.9649305556,0.3232638889,1,v3,p_20250606,0.3232638889,BULLISH,2025_22
20250606,USDCNH,2025-06-06 13:00:00,0.48814097,0.7329861111,0.3628472222,0,v3,p_20250606,0.7329861111,BEARISH,2025_22
20250606,USDCNH,2025-06-06 13:30:00,0.48377517,0.4635416667,0.6125,0,v3,p_20250606,0.4635416667,BEARISH,2025_22
20250606,USDCNH,2025-06-06 14:00:00,0.54140663,0.1951388889,0.1954861111,0,v3,p_20250606,0.1954861111,BULLISH,2025_22
20250606,USDCNH,2025-06-06 14:30:00,0.5013058,0.8076388889,0.1003472222,0,v3,p_20250606,0.1003472222,BULLISH,2025_22
20250606,USDCNH,2025-06-06 15:00:00,0.47224686,0.1767361111,0.0697916667,0,v3,p_20250606,0.1767361111,BEARISH,2025_22
20250606,USDCNH,2025-06-06 15:30:00,0.50108606,0.6364583333,0.0090277778,0,v3,p_20250606,0.0090277778,BULLISH,2025_22
20250606,USDCNH,2025-06-06 16:00:00,0.38451278,0.4069444444,0.0427083333,0,v3,p_20250606,0.4069444444,BEARISH,2025_22
20250606,USDCNH,2025-06-06 16:30:00,0.39996484,0.6961805556,0.096875,0,v3,p_20250606,0.6961805556,BEARISH,2025_22
20250606,USDCNH,2025-06-06 17:00:00,0.57113105,0.8545138889,0.2215277778,1,v3,p_20250606,0.2215277778,BULLISH,2025_22
20250606,USDCNH,2025-06-06 17:30:00,0.5545834,0.5302083333,0.3232638889,1,v3,p_20250606,0.3232638889,BULLISH,2025_22
20250606,USDCNH,2025-06-06 18:00:00,0.35769972,0.4881944444,0.0611111111,0,v3,p_20250606,0.4881944444,BEARISH,2025_22
20250606,USDCNH,2025-06-06 18:30:00,0.43554392,0.2493055556,0.5354166667,0,v3,p_20250606,0.2493055556,BEARISH,2025_22
20250606,USDCNH,2025-06-06 19:00:00,0.52690315,0.3475694444,0.8097222222,1,v3,p_20250606,0.8097222222,BULLISH,2025_22
20250606,USDCNH,2025-06-06 19:30:00,0.5248458,0.5027777778,0.5711805556,1,v3,p_20250606,0.5711805556,BULLISH,2025_22
20250606,USDCNH,2025-06-06 20:00:00,0.5716944,0.5840277778,0.5357638889,1,v3,p_20250606,0.5357638889,BULLISH,2025_22
20250606,USDCNH,2025-06-06 20:30:00,0.547159,0.0506944444,0.7055555556,1,v3,p_20250606,0.7055555556,BULLISH,2025_22
20250606,USDCNH,2025-06-06 21:00:00,0.4630864,0.3503472222,0.4149305556,0,v3,p_20250606,0.3503472222,BEARISH,2025_22
20250606,USDCNH,2025-06-06 21:30:00,0.46302903,0.4399305556,0.4451388889,0,v3,p_20250606,0.4399305556,BEARISH,2025_22
20250606,USDCNH,2025-06-06 22:00:00,0.46755058,0.4642361111,0.1486111111,0,v3,p_20250606,0.4642361111,BEARISH,2025_22
20250606,USDCNH,2025-06-06 22:30:00,0.4588451,0.5145833333,0.0364583333,0,v3,p_20250606,0.5145833333,BEARISH,2025_22
20250606,USDCNH,2025-06-06 23:00:00,0.59091747,0.2746527778,0.2545138889,1,v3,p_20250606,0.2545138889,BULLISH,2025_22
20250606,USDCNH,2025-06-06 23:30:00,0.56111115,0.6510416667,0.3243055556,1,v3,p_20250606,0.3243055556,BULLISH,2025_22
20250607,USDCNH,2025-06-07 00:00:00,0.69302243,0.8038194444,0.0506944444,0,v3,p_20250607,0.0506944444,BULLISH,2025_22
20250607,USDCNH,2025-06-07 00:30:00,0.66565657,0.4069444444,0.484375,1,v3,p_20250607,0.484375,BULLISH,2025_22
20250607,USDCNH,2025-06-07 10:00:00,0.678671,0.5694444444,0.5725694444,1,v3,p_20250607,0.5725694444,BULLISH,2025_22
20250607,USDCNH,2025-06-07 10:30:00,0.678671,0.5694444444,0.5725694444,1,v3,p_20250607,0.5725694444,BULLISH,2025_22
20250607,USDCNH,2025-06-07 11:00:00,0.8273382,0.5694444444,0.5725694444,1,v3,p_20250607,0.5725694444,BULLISH,2025_22
20250607,USDCNH,2025-06-07 11:30:00,0.8273382,0.5694444444,0.5725694444,1,v3,p_20250607,0.5725694444,BULLISH,2025_22
20250607,USDCNH,2025-06-07 12:00:00,0.7348785,0.5694444444,0.5725694444,1,v3,p_20250607,0.5725694444,BULLISH,2025_22
