============================================================
  PnL Analysis - 损益分析工具
  http://localhost:5005
============================================================
  已预加载本地数据
============================================================
 * Serving Flask app 'app'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5005
 * Running on http://30.61.119.124:5005
Press CTRL+C to quit
127.0.0.1 - - [11/Mar/2026 14:24:26] "GET /api/overview?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:25] "GET /api/overview?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:25] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:25] "GET /api/summary/entity?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:25] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:31] "POST /api/upload HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:32] "GET /api/overview?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:32] "GET /api/overview?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:32] "GET /api/overview?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:32] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:32] "GET /api/summary/entity?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:33] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:44] "GET /api/summary/business?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:49] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:49] "GET /api/summary/business?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:49] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:51] "GET /api/summary/entity?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:55] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:55] "GET /api/summary/entity?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:55] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:59] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:59] "GET /api/summary/entity?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:55:59] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:56:54] "GET /api/summary/detail?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:57:01] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:57:01] "GET /api/summary/detail?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:57:01] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 14:57:10] "GET /api/summary/merchant?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:00:30] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:00:30] "GET /api/summary/merchant?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:00:30] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:00:42] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:00:42] "GET /api/summary/merchant?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:00:42] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:01:30] "GET /api/summary/entity?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:02:45] "GET /api/export?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:17:07] "GET /api/summary/entity_currency?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:17:08] "GET /api/summary/merchant?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:17:15] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:17:15] "GET /api/summary/merchant?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:17:15] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:09] "GET /api/comparison HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:45] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/periods HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/overview?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/overview?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/summary/entity?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/overview?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:27:46] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 15:30:57] "GET /api/comparison HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:45:38] "GET /api/comparison?dimension=原币种 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:45:39] "GET /api/comparison?dimension=所属业务 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:47:11] "GET /api/comparison?dimension=损益实际归属主体 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:47:21] "GET /api/summary/merchant?period=all HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:47:58] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:47:58] "GET /api/summary/merchant?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:47:59] "GET /api/waterfall?period=2026年1月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:48:25] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:48:26] "GET /api/summary/merchant?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [11/Mar/2026 16:48:26] "GET /api/waterfall?period=2026年2月&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:21] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [12/Mar/2026 17:56:22] "GET /api/periods HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:22] "GET /api/overview?period=2026年1月 HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:22] "GET /api/overview?period=2026年2月 HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:22] "GET /api/overview?period=all HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:22] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:22] "GET /api/summary/entity?period=all HTTP/1.1" 200 -
127.0.0.1 - - [12/Mar/2026 17:56:23] "GET /api/waterfall?period=all&dimension=entity HTTP/1.1" 200 -
